BOROUGH_NAME,BUILDING CLASS CATEGORY,ZIP CODE,AGE,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,RESIDENTIAL UNITS,COMMERCIAL UNITS
Queens,01 ONE FAMILY DWELLINGS,11420.0,105.0,1.0,2520.0,1392.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11369.0,105.0,2.0,2342.0,1620.0,2.0,0.0
Brooklyn,29 COMMERCIAL GARAGES,11233.0,98.0,1.0,627.0,627.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,2.0,1.0,1980.0,1887.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11427.0,80.0,1.0,4000.0,1427.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,3.0,1.0,6000.0,3000.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10310.0,23.0,2.0,3000.0,1445.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11357.0,70.0,2.0,5000.0,2122.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,105.0,1.0,2000.0,1200.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,100.0,2.0,3905.0,1492.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11220.0,105.0,2.0,2003.0,2360.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11207.0,90.0,3.0,1533.0,2964.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,105.0,2.0,2500.0,1280.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11214.0,70.0,2.0,2000.0,2125.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11361.0,70.0,1.0,6340.0,1274.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11377.0,95.0,2.0,2000.0,1408.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10473.0,105.0,1.0,2785.0,1870.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11205.0,126.0,3.0,1584.0,2047.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10308.0,115.0,1.0,6400.0,920.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11210.0,124.0,3.0,3500.0,2610.0,3.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,1.0,2.0,5000.0,2866.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11435.0,80.0,2.0,2532.0,1326.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,85.0,1.0,7000.0,1847.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,100.0,1.0,3100.0,1336.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,65.0,2.0,5800.0,2250.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,65.0,2.0,3000.0,1568.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11366.0,64.0,2.0,3000.0,2200.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11221.0,21.0,3.0,2000.0,4800.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11357.0,80.0,2.0,4000.0,1739.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,105.0,1.0,4080.0,1216.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11385.0,120.0,3.0,2017.0,3312.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,65.0,2.0,6960.0,2180.0,2.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10461.0,115.0,3.0,2250.0,3682.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11210.0,90.0,3.0,2050.0,1961.0,3.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10031.0,99.0,6.0,1665.0,2646.0,6.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,105.0,1.0,1800.0,2280.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,90.0,1.0,3200.0,1667.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11233.0,117.0,6.0,2500.0,5175.0,6.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11377.0,105.0,2.0,2000.0,1984.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11203.0,115.0,4.0,1800.0,2699.0,4.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,27.0,2.0,4000.0,2200.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11366.0,90.0,1.0,4700.0,1140.0,1.0,0.0
Staten Island,05 TAX CLASS 1 VACANT LAND,10312.0,,,6421.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,85.0,1.0,4000.0,1435.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10466.0,100.0,1.0,2735.0,1344.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11411.0,85.0,1.0,4000.0,1204.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,65.0,1.0,3800.0,2392.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,100.0,1.0,2150.0,1496.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11691.0,105.0,3.0,11250.0,4821.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11204.0,95.0,1.0,2504.0,2720.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10002.0,8.0,12.0,4375.0,22694.0,10.0,2.0
Brooklyn,01 ONE FAMILY DWELLINGS,11235.0,95.0,1.0,2500.0,1276.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,50.0,1.0,2400.0,1152.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10310.0,75.0,1.0,5000.0,1184.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11219.0,55.0,3.0,2884.0,3040.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11421.0,105.0,1.0,1600.0,1741.0,1.0,0.0
Queens,14 RENTALS - 4-10 UNIT,11435.0,100.0,5.0,2640.0,5050.0,4.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11369.0,95.0,1.0,4000.0,3212.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10458.0,95.0,1.0,2354.0,1344.0,1.0,0.0
Queens,14 RENTALS - 4-10 UNIT,11354.0,18.0,4.0,1656.0,6004.0,3.0,1.0
Staten Island,02 TWO FAMILY DWELLINGS,10305.0,30.0,2.0,850.0,1700.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,75.0,1.0,1800.0,1188.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11231.0,126.0,1.0,2283.0,4754.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,100.0,1.0,2067.0,1900.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11691.0,105.0,1.0,4900.0,1368.0,1.0,0.0
Queens,05 TAX CLASS 1 VACANT LAND,11691.0,,,2083.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11354.0,75.0,1.0,4500.0,1144.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11421.0,105.0,1.0,1820.0,1394.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,28.0,2.0,2000.0,2914.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10304.0,120.0,2.0,4625.0,2976.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11420.0,95.0,1.0,1990.0,675.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,75.0,1.0,3814.0,1206.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11208.0,105.0,2.0,4003.0,2944.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11210.0,21.0,3.0,2000.0,3600.0,3.0,0.0
Queens,37 RELIGIOUS FACILITIES,11377.0,75.0,1.0,2500.0,6691.0,0.0,1.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,28.0,2.0,3008.0,1960.0,2.0,0.0
Brooklyn,27 FACTORIES,11222.0,23.0,1.0,5000.0,5000.0,0.0,1.0
Bronx,08 RENTALS - ELEVATOR APARTMENTS,10458.0,97.0,43.0,10680.0,50762.0,43.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11355.0,50.0,3.0,2578.0,2893.0,3.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10461.0,97.0,53.0,12073.0,42000.0,53.0,0.0
Brooklyn,30 WAREHOUSES,11222.0,33.0,1.0,5000.0,5000.0,0.0,1.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11222.0,21.0,6.0,2038.0,6500.0,6.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,70.0,1.0,4000.0,1050.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11224.0,37.0,1.0,2572.0,1428.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11223.0,105.0,2.0,2000.0,2880.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10468.0,124.0,2.0,2500.0,3072.0,2.0,0.0
Bronx,05 TAX CLASS 1 VACANT LAND,10460.0,,,2500.0,,0.0,0.0
Staten Island,05 TAX CLASS 1 VACANT LAND,10305.0,,,129130.0,,0.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11229.0,105.0,3.0,3000.0,2770.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,105.0,1.0,7575.0,1700.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,70.0,1.0,4500.0,3575.0,1.0,0.0
Queens,37 RELIGIOUS FACILITIES,11432.0,95.0,,6000.0,2772.0,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11230.0,100.0,1.0,2583.0,1676.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11234.0,95.0,2.0,2500.0,1600.0,2.0,0.0
Staten Island,05 TAX CLASS 1 VACANT LAND,10314.0,,,2180.0,,0.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11215.0,126.0,3.0,1995.0,6300.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11367.0,85.0,1.0,1600.0,1113.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,75.0,1.0,4950.0,972.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,85.0,1.0,1600.0,1024.0,1.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11106.0,90.0,4.0,2521.0,3120.0,4.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10469.0,65.0,1.0,2090.0,948.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11354.0,105.0,2.0,5650.0,3300.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,65.0,1.0,2625.0,1360.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11234.0,65.0,3.0,3000.0,2268.0,3.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11221.0,94.0,32.0,12000.0,38000.0,32.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11204.0,90.0,3.0,2000.0,3808.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11105.0,65.0,2.0,1625.0,3034.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,39.0,2.0,3582.0,2000.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10474.0,25.0,2.0,1963.0,1606.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11210.0,8.0,2.0,1711.0,2772.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,105.0,1.0,2300.0,1234.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,80.0,1.0,4370.0,1260.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10306.0,10.0,2.0,4827.0,2892.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10469.0,55.0,2.0,1963.0,2880.0,2.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10473.0,4.0,40.0,38589.0,50000.0,40.0,0.0
Brooklyn,22 STORE BUILDINGS,11217.0,105.0,2.0,2652.0,6580.0,0.0,2.0
Brooklyn,29 COMMERCIAL GARAGES,11208.0,,,7041.0,,0.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,95.0,1.0,2310.0,1436.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10470.0,60.0,2.0,1900.0,3060.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11694.0,95.0,1.0,6000.0,2160.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11356.0,3.0,2.0,2673.0,3850.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11210.0,92.0,3.0,1200.0,2200.0,2.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11235.0,30.0,1.0,3000.0,4048.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10473.0,4.0,40.0,38589.0,50000.0,40.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11378.0,60.0,3.0,3060.0,2740.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10310.0,19.0,1.0,945.0,1450.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11234.0,55.0,2.0,4067.0,2792.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,35.0,2.0,1983.0,2850.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10470.0,75.0,2.0,2470.0,1522.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,100.0,1.0,2500.0,1249.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,80.0,1.0,1800.0,1152.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,14.0,1.0,6000.0,3360.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11214.0,75.0,3.0,2725.0,2351.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11411.0,75.0,1.0,2000.0,1600.0,1.0,0.0
Staten Island,07 RENTALS - WALKUP APARTMENTS,10301.0,94.0,4.0,4250.0,4096.0,4.0,0.0
Brooklyn,30 WAREHOUSES,11220.0,94.0,1.0,4029.0,3780.0,0.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11432.0,90.0,2.0,7222.0,1747.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11223.0,95.0,2.0,2000.0,1608.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,100.0,1.0,2500.0,1460.0,1.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10455.0,65.0,3.0,1600.0,1440.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10461.0,94.0,3.0,2375.0,2000.0,2.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,70.0,1.0,5246.0,1120.0,1.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11419.0,13.0,4.0,1700.0,3935.0,4.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10022.0,125.0,9.0,1883.0,5760.0,9.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10308.0,60.0,1.0,2500.0,1152.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10463.0,124.0,1.0,7300.0,1916.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11354.0,65.0,2.0,2686.0,1776.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,39.0,1.0,7500.0,4000.0,1.0,0.0
Queens,30 WAREHOUSES,11101.0,99.0,1.0,15767.0,15700.0,0.0,1.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,94.0,3.0,1681.0,3534.0,2.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,80.0,1.0,4000.0,991.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11378.0,110.0,3.0,2500.0,3135.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,45.0,1.0,2525.0,1344.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10302.0,94.0,2.0,2500.0,936.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11354.0,70.0,3.0,2596.0,2950.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11420.0,94.0,2.0,2714.0,1792.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11106.0,95.0,1.0,2000.0,1881.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11235.0,95.0,3.0,2500.0,1872.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10461.0,110.0,2.0,1893.0,1697.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11203.0,85.0,2.0,1600.0,1540.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,126.0,2.0,1667.0,2418.0,2.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10010.0,100.0,28.0,2469.0,14217.0,28.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,90.0,1.0,3000.0,1168.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,55.0,1.0,1082.0,1468.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11211.0,105.0,3.0,1613.0,3530.0,2.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11004.0,80.0,1.0,4000.0,949.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,20.0,1.0,2482.0,1850.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11362.0,65.0,1.0,6840.0,1218.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,95.0,1.0,3000.0,1980.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11230.0,95.0,2.0,4181.0,3588.0,2.0,0.0
Manhattan,22 STORE BUILDINGS,10022.0,115.0,1.0,1320.0,1960.0,0.0,1.0
Queens,37 RELIGIOUS FACILITIES,11419.0,19.0,1.0,8727.0,7475.0,0.0,1.0
Bronx,30 WAREHOUSES,10454.0,94.0,1.0,27005.0,2400.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11416.0,105.0,1.0,2000.0,1344.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10314.0,55.0,2.0,4800.0,2268.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10303.0,21.0,2.0,2850.0,1199.0,2.0,0.0
Manhattan,21 OFFICE BUILDINGS,10001.0,105.0,4.0,1861.0,5260.0,0.0,4.0
Queens,01 ONE FAMILY DWELLINGS,11355.0,70.0,1.0,4000.0,2132.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11385.0,105.0,3.0,2000.0,3972.0,3.0,0.0
Queens,29 COMMERCIAL GARAGES,11435.0,,,5000.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,90.0,1.0,2500.0,1248.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10302.0,80.0,1.0,4416.0,1676.0,1.0,0.0
Queens,31 COMMERCIAL VACANT LAND,11691.0,,,8200.0,,0.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11429.0,75.0,2.0,3817.0,1460.0,2.0,0.0
Staten Island,03 THREE FAMILY DWELLINGS,10305.0,115.0,3.0,5258.0,1680.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11221.0,2.0,3.0,2400.0,3588.0,3.0,0.0
Manhattan,29 COMMERCIAL GARAGES,10034.0,99.0,4.0,16225.0,32440.0,0.0,4.0
Brooklyn,02 TWO FAMILY DWELLINGS,11203.0,115.0,2.0,3000.0,1280.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11691.0,19.0,2.0,3325.0,2460.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,85.0,1.0,3517.0,1680.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11238.0,126.0,3.0,1224.0,2560.0,3.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11105.0,105.0,3.0,5000.0,3312.0,3.0,0.0
Brooklyn,29 COMMERCIAL GARAGES,11201.0,100.0,1.0,10284.0,9800.0,0.0,1.0
Queens,03 THREE FAMILY DWELLINGS,11361.0,50.0,3.0,2560.0,3202.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10467.0,100.0,2.0,2500.0,2632.0,2.0,0.0
Staten Island,07 RENTALS - WALKUP APARTMENTS,10310.0,54.0,29.0,17300.0,22800.0,27.0,2.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,100.0,2.0,1933.0,1440.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11231.0,94.0,6.0,2700.0,4860.0,6.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,105.0,1.0,1358.0,736.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11369.0,105.0,1.0,5092.0,2838.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,105.0,2.0,5000.0,942.0,2.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11221.0,105.0,4.0,995.0,3950.0,3.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,23.0,1.0,1090.0,900.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11216.0,120.0,2.0,2288.0,4184.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,29.0,1.0,3020.0,1800.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10314.0,75.0,2.0,4000.0,1632.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11217.0,105.0,4.0,1667.0,2560.0,4.0,0.0
Bronx,22 STORE BUILDINGS,10457.0,105.0,3.0,1992.0,1976.0,0.0,3.0
Queens,22 STORE BUILDINGS,11378.0,66.0,6.0,20758.0,9803.0,0.0,6.0
Manhattan,01 ONE FAMILY DWELLINGS,10065.0,120.0,1.0,1707.0,5808.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,135.0,1.0,1650.0,750.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,115.0,2.0,2308.0,1736.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,85.0,1.0,2233.0,1426.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,75.0,1.0,2400.0,1925.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11421.0,105.0,2.0,1908.0,1950.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10470.0,17.0,2.0,5000.0,2040.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11212.0,38.0,1.0,1800.0,1116.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11414.0,95.0,1.0,3200.0,1620.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11691.0,65.0,3.0,3263.0,2024.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11236.0,70.0,2.0,1850.0,1852.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,105.0,2.0,2300.0,2640.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,55.0,1.0,4100.0,1368.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,80.0,1.0,4000.0,1356.0,1.0,0.0
Brooklyn,08 RENTALS - ELEVATOR APARTMENTS,11229.0,18.0,14.0,4000.0,18912.0,12.0,2.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,85.0,1.0,3960.0,2756.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,30.0,1.0,1768.0,2220.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11203.0,105.0,2.0,2500.0,2428.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11210.0,110.0,1.0,5000.0,2388.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11040.0,75.0,1.0,4542.0,1031.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,60.0,1.0,5575.0,2640.0,1.0,0.0
Manhattan,21 OFFICE BUILDINGS,10026.0,17.0,2.0,1700.0,6800.0,0.0,2.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,100.0,1.0,3000.0,1142.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11355.0,70.0,1.0,2500.0,1056.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,70.0,1.0,1706.0,1836.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10282.0,21.0,276.0,18270.0,356483.0,274.0,2.0
Bronx,01 ONE FAMILY DWELLINGS,10463.0,100.0,1.0,4000.0,3534.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,100.0,2.0,2400.0,2400.0,2.0,0.0
Queens,14 RENTALS - 4-10 UNIT,11419.0,94.0,6.0,2206.0,3931.0,5.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,95.0,2.0,4000.0,2396.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,105.0,1.0,4000.0,1120.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11210.0,110.0,1.0,3000.0,2058.0,1.0,0.0
Bronx,08 RENTALS - ELEVATOR APARTMENTS,10462.0,97.0,122.0,26800.0,126054.0,122.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11221.0,126.0,3.0,2000.0,3600.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11220.0,105.0,2.0,2003.0,3702.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11209.0,100.0,1.0,2296.0,1408.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11215.0,124.0,1.0,1241.0,1674.0,1.0,0.0
Bronx,05 TAX CLASS 1 VACANT LAND,10472.0,,,437.0,,0.0,0.0
Manhattan,31 COMMERCIAL VACANT LAND,10009.0,,,2275.0,,0.0,0.0
Bronx,05 TAX CLASS 1 VACANT LAND,10471.0,,,2000.0,,0.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11238.0,105.0,7.0,2500.0,5724.0,7.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,90.0,2.0,4000.0,2167.0,2.0,0.0
Brooklyn,29 COMMERCIAL GARAGES,11207.0,95.0,1.0,1460.0,1160.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,33.0,1.0,8596.0,2245.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,41.0,1.0,1254.0,1250.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,100.0,1.0,1800.0,1050.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11231.0,125.0,4.0,1829.0,2160.0,4.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,75.0,1.0,3800.0,1186.0,1.0,0.0
