BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG_SALE_PRICE,BOROUGH_NAME
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,9,,A1,313 SHELDON AVENUE,,10312.0,1.0,0.0,1.0,8000.0,1800.0,1945.0,1,A1,764451,11/19/2024,13.546914516245394,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,38,,A3,346 JEFFERSON BOULEVARD,,10312.0,1.0,0.0,1.0,6000.0,3360.0,2011.0,1,A3,1600000,12/06/2024,14.285514812209815,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,70,,A1,317 SHELDON AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1120.0,1930.0,1,A1,800000,11/04/2024,13.592368256649284,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6272,19,,A1,14 CANTON AVENUE,,10312.0,1.0,0.0,1.0,3960.0,2267.0,2017.0,1,A1,1145000,11/19/2024,13.95091606833254,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,41,,A1,353 EDGEGROVE AVENUE,,10312.0,1.0,0.0,1.0,7300.0,2320.0,1970.0,1,A1,750000,02/28/2025,13.527829818844937,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,20,,A1,380 IONIA AVENUE,,10312.0,1.0,0.0,1.0,6000.0,2360.0,1966.0,1,A1,799999,12/02/2024,13.592367006650065,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,7,,A2,112 RAMONA AVENUE,,10312.0,1.0,0.0,1.0,4000.0,2220.0,1974.0,1,A2,908000,06/25/2025,13.719000758904409,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6304,15,,A3,404 VINELAND AVENUE,,10312.0,1.0,0.0,1.0,8500.0,3600.0,1992.0,1,A3,800000,01/07/2025,13.592368256649284,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,69,,A5,66 BUFFINGTON AVENUE,,10312.0,1.0,0.0,1.0,3000.0,1724.0,1970.0,1,A5,581400,06/16/2025,13.273195987091674,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,160,,A2,67 ARCHWOOD AVENUE,,10312.0,1.0,0.0,1.0,4000.0,1125.0,1975.0,1,A2,655000,10/28/2025,13.39239204133378,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,40,,A1,110 BAYVIEW TERRACE,,10312.0,1.0,0.0,1.0,3200.0,2500.0,1992.0,1,A1,1400000,11/12/2024,14.151983508870947,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,8,,A1,50 TYNDALE STREET,,10312.0,1.0,0.0,1.0,6000.0,2259.0,1975.0,1,A1,965000,10/01/2025,13.779884416590017,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,87,,A3,19 LUNA CIRCLE,,10312.0,1.0,0.0,1.0,15600.0,4560.0,1980.0,1,A3,1775000,07/09/2025,14.389311544271775,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,38,,A1,344 SHIRLEY AVENUE,,10312.0,1.0,0.0,1.0,4240.0,1920.0,1970.0,1,A1,985000,04/28/2025,13.800397935382136,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,57,,A1,205 NOEL STREET,,10312.0,1.0,0.0,1.0,6000.0,2552.0,1975.0,1,A1,975000,08/18/2025,13.790193775620484,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,21,,A1,64 JANSEN STREET,,10312.0,1.0,0.0,1.0,6000.0,1820.0,1975.0,1,A1,985000,11/12/2024,13.800397935382136,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,11,,A2,146 FINGAL STREET,,10312.0,1.0,0.0,1.0,6000.0,667.0,1940.0,1,A2,500000,04/03/2025,13.122365377402328,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,40,,A5,10 WINSLOW PLACE,,10312.0,1.0,0.0,1.0,3442.0,2058.0,2015.0,1,A5,417000,03/04/2025,12.940843898859598,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,67,,A3,141 EYLANDT STREET,,10312.0,1.0,0.0,1.0,6000.0,2972.0,1988.0,1,A3,1150000,03/19/2025,13.955273369904273,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,22,,A1,91 ALLEN PLACE,,10312.0,1.0,0.0,1.0,3200.0,1400.0,1965.0,1,A1,815000,11/21/2024,13.610944619216111,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,,A1,87 ALLEN PLACE,,10312.0,1.0,0.0,1.0,2720.0,2044.0,1945.0,1,A1,425000,01/21/2025,12.959846800844963,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,24,,A1,87 ALLEN PLACE,,10312.0,1.0,0.0,1.0,2720.0,2044.0,1945.0,1,A1,934960,10/02/2025,13.74826009617094,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,162,,A3,160 NICOLOSI DRIVE,,10312.0,1.0,0.0,1.0,10480.0,5707.0,1989.0,1,A3,1460000,06/26/2025,14.19394767861579,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,528,,A5,343 ARBUTUS AVENUE,,10312.0,1.0,0.0,1.0,3369.0,1414.0,2011.0,1,A5,750000,03/03/2025,13.527829818844937,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,530,,A5,5198 HYLAN BOULEVARD,,10312.0,1.0,0.0,1.0,2151.0,1414.0,2011.0,1,A5,865000,09/18/2025,13.670485941982712,Staten Island
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,39,,A3,30 ARBUTUS WAY,,10312.0,1.0,0.0,1.0,13150.0,3790.0,1985.0,1,A3,1450000,07/15/2025,14.187074804051692,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5426,17,,B9,11 OCEAN DRIVEWAY,,10312.0,2.0,0.0,2.0,10000.0,2375.0,1956.0,1,B9,800000,08/27/2025,13.592368256649284,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,84,,B9,11 SEGUINE PLACE,,10312.0,2.0,0.0,2.0,3250.0,1804.0,1986.0,1,B9,960000,09/19/2025,13.774689605110144,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,11,,B9,194 SNEDEN AVENUE,,10312.0,2.0,0.0,2.0,2600.0,1592.0,2005.0,1,B9,848000,11/08/2024,13.650637094018627,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,21,,B2,170 DETROIT AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2194.0,1983.0,1,B2,705642,02/27/2025,13.466864722860972,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,67,,B2,936 CARLTON BOULEVARD,,10312.0,2.0,0.0,2.0,4000.0,2320.0,2004.0,1,B2,1130000,06/23/2025,13.937729075643883,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,63,,B2,215 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2135.0,1965.0,1,B2,930000,04/23/2025,13.742940940397677,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,60,,B2,199 VINELAND AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2230.0,2004.0,1,B2,990000,01/10/2025,13.805461232211272,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6238,76,,B2,227 VINELAND AVENUE,,10312.0,2.0,0.0,2.0,5000.0,2428.0,2012.0,1,B2,1500000,01/15/2025,14.220976332738882,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6240,42,,B2,184 BARCLAY AVENUE,,10312.0,2.0,0.0,2.0,4500.0,1980.0,1975.0,1,B2,850000,08/28/2025,13.652992804936396,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,16,,B2,3 POILLON AVENUE,,10312.0,2.0,0.0,2.0,5680.0,3331.0,2024.0,1,B2,1494282,05/07/2025,14.217157051100493,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6246,18,,B2,N/A POILLON AVENUE,,10312.0,2.0,0.0,2.0,5336.0,3331.0,2024.0,1,B2,1550000,05/15/2025,14.253766134056512,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,33,,B2,1044 ANNADALE ROAD,,10312.0,2.0,0.0,2.0,3825.0,2288.0,2013.0,1,B2,975000,12/23/2024,13.790193775620484,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,35,,B2,55 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,4218.0,2379.0,2014.0,1,B2,1350000,04/25/2025,14.115615891155079,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6250,100,,B2,77 TENAFLY PLACE,,10312.0,2.0,0.0,2.0,4275.0,2235.0,2014.0,1,B2,1150000,03/13/2025,13.955273369904273,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6252,56,,B9,25 DOWNES AVENUE,,10312.0,2.0,0.0,2.0,3000.0,1480.0,1986.0,1,B9,320000,03/12/2025,12.676079399771027,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6257,21,,S2,10 JEFFERSON BLVD,,10312.0,2.0,1.0,3.0,6250.0,3100.0,1974.0,1,S2,273000,12/19/2024,12.51723073716405,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6260,52,,B2,225 DETROIT AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2400.0,2013.0,1,B2,1250000,01/09/2025,14.038654909278163,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,13,,B2,245 IONIA AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2525.0,2019.0,1,B2,1190000,07/28/2025,13.989464705423494,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,1,,B3,264 RATHBUN AVENUE,,10312.0,2.0,0.0,2.0,9720.0,1968.0,1930.0,1,B3,999000,08/19/2025,13.81451105863119,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,33,,B2,204 RATHBUN AVENUE,,10312.0,2.0,0.0,2.0,6000.0,4076.0,2004.0,1,B2,1650000,03/27/2025,14.316286451937186,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,14,,B2,304 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2700.0,2025.0,1,B2,1350000,10/01/2025,14.115615891155079,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,72,,B9,321 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,2755.0,1560.0,2002.0,1,B9,880000,07/30/2025,13.68767832281738,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,73,,B9,323 SHELDON AVENUE,,10312.0,2.0,0.0,2.0,2755.0,1560.0,2002.0,1,B9,800000,04/24/2025,13.592368256649284,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6269,75,,B2,291 STAFFORD AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2034.0,1975.0,1,B2,624000,12/12/2024,13.343907249914384,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6272,117,,B2,N/A CANTON AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2448.0,2024.0,1,B2,990000,12/09/2024,13.805461232211272,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6281,53,,B2,415 EDGEGROVE AVENUE,,10312.0,2.0,0.0,2.0,5000.0,3132.0,2024.0,1,B2,1486645,04/08/2025,14.212033133886221,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6281,56,,B2,419 EDGEGROVE AVENUE,,10312.0,2.0,0.0,2.0,5000.0,3132.0,2024.0,1,B2,1486645,03/13/2025,14.212033133886221,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6303,6,,B2,N/A STAFFORD AVENUE,,10312.0,2.0,0.0,2.0,6300.0,4045.0,2023.0,1,B2,1909219,01/31/2025,14.46220533965088,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6350,20,,B2,120 BENNETT PLACE,,10312.0,2.0,0.0,2.0,9951.0,5184.0,1984.0,1,B2,1500000,01/21/2025,14.220976332738882,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,1,,B2,433 HOLDRIDGE AVENUE,,10312.0,2.0,0.0,2.0,7920.0,3246.0,1991.0,1,B2,1415000,12/05/2024,14.162640795773006,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,5,,B2,427 HOLDRIDGE AVENUE,,10312.0,2.0,0.0,2.0,4000.0,2000.0,1990.0,1,B2,1125000,08/04/2025,13.933294482509151,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6360,61,,B2,64 RYAN PLACE,,10312.0,2.0,0.0,2.0,7000.0,2180.0,1985.0,1,B2,1400000,08/26/2025,14.151983508870947,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6395,14,,B2,161 BOARDWALK AVENUE,,10312.0,2.0,0.0,2.0,10261.0,4280.0,1989.0,1,B2,1103783,08/28/2025,13.91425483450288,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6441,105,,B2,43 DOLE STREET,,10312.0,2.0,0.0,2.0,4406.0,2594.0,2023.0,1,B2,1250000,02/20/2025,14.038654909278163,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6441,108,,B2,N/A DOLE STREET,,10314.0,2.0,0.0,2.0,4384.0,2595.0,2023.0,1,B2,1308451,07/21/2025,14.084355317054424,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6441,111,,B2,18 DOLE STREET,,10314.0,2.0,0.0,2.0,4360.0,2595.0,2023.0,1,B2,1272813,04/22/2025,14.056740755316685,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6441,175,,B2,30 NEWTON STREET,,10312.0,2.0,0.0,2.0,8140.0,2570.0,2024.0,1,B2,1312411,07/29/2025,14.087377223581075,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6455,15,,B2,380 POILLON AVENUE,,10312.0,2.0,0.0,2.0,5353.0,2880.0,1987.0,1,B2,1200000,12/19/2024,13.997832948091215,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6517,72,,B2,N/A ARBUTUS AVENUE,,10309.0,2.0,0.0,2.0,5550.0,3560.0,2021.0,1,B2,1340000,11/01/2024,14.108180918195472,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6517,79,,B2,14 DENISE COURT,,10312.0,2.0,0.0,2.0,13475.0,4550.0,1997.0,1,B2,775000,11/18/2024,13.560619598657233,Staten Island
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6517,250,,B2,485 JANSEN STREET,,10312.0,2.0,0.0,2.0,15648.0,4256.0,1985.0,1,B2,1450000,03/19/2025,14.187074804051692,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6228,58,,V0,139 DETROIT AVENUE,,10312.0,0.0,0.0,0.0,4000.0,0.0,,1,V0,320000,04/02/2025,12.676079399771027,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6232,33,,V0,N/A RATHBUN AVENUE,,10312.0,0.0,0.0,0.0,7200.0,0.0,,1,V0,400000,03/18/2025,12.899222326086994,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6254,70,,V0,N/A NORTH RAILROAD ST,,10312.0,0.0,0.0,0.0,6900.0,0.0,,1,V0,430000,09/05/2025,12.971542813248437,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6261,5,,V0,N/A IONIA AVENUE,,10312.0,0.0,0.0,0.0,3089.0,0.0,,1,V0,125000,08/29/2025,11.736077016252437,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6264,57,,V0,N/A DRUMGOOLE ROAD WEST,,10312.0,0.0,0.0,0.0,4180.0,0.0,,1,V0,310000,04/30/2025,12.644330802262578,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6422,13,,V0,N/A SYCAMORE STREET,,10312.0,0.0,0.0,0.0,4000.0,0.0,,1,V0,35500,03/11/2025,10.477316144080852,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6431,5,,V0,N/A DISCALA LANE,,10312.0,0.0,0.0,0.0,10000.0,0.0,,1,V0,828000,02/04/2025,13.626769641096136,Staten Island
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6475,505,,V0,N/A ARBUTUS AVENUE,,10312.0,0.0,0.0,0.0,10000.0,0.0,,1,V0,16800,04/16/2025,9.729193687429403,Staten Island
5,ANNADALE,06 TAX CLASS 1 - OTHER,1,6264,56,,G0,1050 DRUMGOOLE ROAD WEST,,10312.0,0.0,0.0,0.0,4180.0,200.0,1995.0,1,G0,310000,04/30/2025,12.644330802262578,Staten Island
5,ANNADALE,07 RENTALS - WALKUP APARTMENTS,2B,6431,26,,C1,98A DISCALA LANE,,10312.0,7.0,0.0,7.0,40768.0,3600.0,1965.0,2,C1,1275500,05/09/2025,14.058849600569967,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5724,109,,A5,37 BILLINGS STREET,,10312.0,1.0,0.0,1.0,2500.0,1510.0,2014.0,1,A5,890000,08/04/2025,13.698977865303197,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,10,,A5,12 WINSTON STREET,,10312.0,1.0,0.0,1.0,1400.0,1920.0,2000.0,1,A5,547500,04/08/2025,13.213119567155143,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,10,,A5,12 WINSTON STREET,,10312.0,1.0,0.0,1.0,1400.0,1920.0,2000.0,1,A5,715000,08/08/2025,13.480039220276565,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,29,,A5,129 KENILWORTH AVENUE,,10312.0,1.0,0.0,1.0,1135.0,1540.0,1995.0,1,A5,608000,12/18/2024,13.317931805683793,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,140,,A5,23 CHATHAM STREET,,10312.0,1.0,0.0,1.0,1400.0,1120.0,1997.0,1,A5,680000,07/23/2025,13.429849547739444,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,166,,A5,37 WINSTON STREET,,10312.0,1.0,0.0,1.0,2488.0,1656.0,2003.0,1,A5,735000,11/13/2024,13.507627138738266,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,175,,A5,58 HINTON STREET,,10312.0,1.0,0.0,1.0,2658.0,1656.0,2003.0,1,A5,835000,06/09/2025,13.635188201437066,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5727,31,,A5,84 KENILWORTH AVENUE,,10312.0,1.0,0.0,1.0,2726.0,1540.0,1995.0,1,A5,725000,02/19/2025,13.493928313146206,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5727,33,,A5,94 KENILWORTH AVENUE,,10312.0,1.0,0.0,1.0,1260.0,1540.0,1995.0,1,A5,20000,04/11/2025,9.90353755128617,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5727,65,,A5,150 KENILWORTH AVENUE,,10312.0,1.0,0.0,1.0,1300.0,1060.0,1998.0,1,A5,655000,08/22/2025,13.39239204133378,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,154,,A2,379 WOODROW RD,,10312.0,1.0,0.0,1.0,4320.0,1072.0,1965.0,1,A2,675000,12/16/2024,13.42246945133505,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,307,,A5,169 PRESENTATION CIRCLE,,10312.0,1.0,0.0,1.0,3944.0,1880.0,2012.0,1,A5,880000,11/18/2024,13.68767832281738,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,330,,A5,104 PRESENTATION CIRCLE,,10312.0,1.0,0.0,1.0,6295.0,1552.0,2011.0,1,A5,823000,10/22/2025,13.620712694725297,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,337,,A5,166 PRESENTATION CIRCLE,,10312.0,1.0,0.0,1.0,1977.0,1552.0,2011.0,1,A5,795000,11/18/2024,13.586098651497313,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,399,,A5,84 PRESENTATION CIRCLE,,10312.0,1.0,0.0,1.0,2129.0,1552.0,2011.0,1,A5,780000,09/04/2025,13.567050480716235,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5735,435,,A5,121 PRESENTATION CIRCLE,,10312.0,1.0,0.0,1.0,1972.0,1552.0,2011.0,1,A5,737500,08/04/2025,13.511022723127397,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,2,,A5,47 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,509000,03/28/2025,13.140205260167273,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,10,,A5,67 ILYSSA WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,575000,07/30/2025,13.26212705890841,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,16,,A5,83 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,505000,06/20/2025,13.132315688453556,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,78,,A5,305 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,2000.0,1,A5,485000,05/28/2025,13.091906231773164,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,81,,A5,159 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,2000.0,1,A5,530000,09/10/2025,13.180634172318978,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,92,,A5,173 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,2000.0,1,A5,150000,04/08/2025,11.918397239722838,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,150,,A5,83 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,2001.0,1,A5,570000,02/21/2025,13.25339339419516,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,172,,A5,46 BIANCA COURT,,10312.0,1.0,0.0,1.0,560.0,1510.0,2004.0,1,A5,632950,06/04/2025,13.358148288967351,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,173,,A5,48 BIANCA COURT,,10312.0,1.0,0.0,1.0,560.0,1553.0,2004.0,1,A5,565000,04/29/2025,13.244582780038517,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5740,209,,A5,1320 ARTHUR KILL ROAD,,10312.0,1.0,0.0,1.0,500.0,1354.0,2004.0,1,A5,500000,11/06/2024,13.122365377402328,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,33,,A5,128 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,500000,01/22/2025,13.122365377402328,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,45,,A5,150 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,492400,10/09/2025,13.107048704159585,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,72,,A5,208 ILYSSA WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,535000,03/07/2025,13.190023895035274,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,90,,A5,258 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,503000,11/05/2024,13.12834743715147,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,109,,A5,314 ILYSSA WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,485000,12/09/2024,13.091906231773164,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,123,,A5,352 ILYSSA WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,540000,12/13/2024,13.199326270390594,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,178,,A5,512 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,495000,12/30/2024,13.112315061750808,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,183,,A5,520 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,490000,11/01/2024,13.102162710901053,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,197,,A5,574 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,485000,03/28/2025,13.091906231773164,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,212,,A5,614 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,503500,08/20/2025,13.129340977236101,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,247,,A5,694 ILYSSA WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1996.0,1,A5,499999,06/16/2025,13.122363377404328,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5742,2,,A5,246 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,560.0,1553.0,2000.0,1,A5,537000,08/27/2025,13.19375523568666,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5742,11,,A5,270 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,560.0,1553.0,2000.0,1,A5,60000,06/22/2025,11.002116507732017,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5742,31,,A5,354 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,560.0,1510.0,1999.0,1,A5,540000,07/11/2025,13.199326270390594,Staten Island
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5742,34,,A5,366 ASPEN KNOLLS WAY,,10312.0,1.0,0.0,1.0,500.0,1354.0,1999.0,1,A5,498000,04/30/2025,13.118357364036902,Staten Island
