BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG_SALE_PRICE,BOROUGH_NAME
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,400,11,,C4,"510 EAST 5TH STREET, 9",,10009.0,18.0,0.0,18.0,2404.0,6875.0,1900.0,2,C4,280000,04/29/2025,12.54254845357358,Manhattan
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,402,36,,C4,106 AVENUE B,,10009.0,8.0,2.0,10.0,1919.0,7810.0,1900.0,2,C4,2000000,03/13/2025,14.508658238524095,Manhattan
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,402,60,,C7,511 EAST 6TH STREET,,10009.0,8.0,1.0,9.0,2150.0,6152.0,1920.0,2,C7,3400000,12/18/2024,15.039286283703994,Manhattan
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2B,404,42,,C4,327 EAST 10 STREET,,10009.0,10.0,0.0,10.0,2369.0,6990.0,1900.0,2,C4,4000000,08/07/2025,15.201805169084134,Manhattan
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,2,407,32,,C7,224 AVENUE B,,10009.0,26.0,2.0,28.0,4172.0,15174.0,1905.0,2,C7,13000000,03/24/2025,16.380459992348886,Manhattan
1,ALPHABET CITY,21 OFFICE BUILDINGS,4,376,62,,O5,703 EAST 6 STREET,,10009.0,0.0,5.0,5.0,2002.0,6970.0,1910.0,4,O5,3550000,08/28/2025,15.0824584431417,Manhattan
1,ALPHABET CITY,31 COMMERCIAL VACANT LAND,4,389,16,,V1,N/A EAST 7 STREET,,10009.0,0.0,0.0,0.0,2275.0,0.0,,4,V1,1010000,02/26/2025,13.825461878915961,Manhattan
1,ALPHABET CITY,34 THEATRES,4,399,40,,J7,195 EAST 3 STREET,,10009.0,0.0,1.0,1.0,2308.0,4224.0,1951.0,4,J7,5000000,10/31/2025,15.424948670398354,Manhattan
1,ALPHABET CITY,37 RELIGIOUS FACILITIES,4,386,14,,M1,256 EAST 4TH STREET,,10009.0,0.0,1.0,1.0,2382.0,6575.0,1900.0,4,M1,2950000,11/01/2024,14.897316067298997,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,743,63,,A9,332 WEST 20 STREET,,10011.0,1.0,0.0,1.0,1510.0,3072.0,1910.0,1,A9,8000000,12/30/2024,15.894952224644102,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,745,61,,A4,344 W 22 STREET,,10011.0,1.0,0.0,1.0,2057.0,4395.0,1910.0,1,A4,13100000,08/27/2025,16.388122864507256,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,745,63,,A4,348 WEST 22 STREET,,10011.0,1.0,0.0,1.0,2057.0,3042.0,1900.0,1,A4,13500000,07/18/2025,16.41820031748273,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,770,44,,A4,204 WEST 21ST STREET,,10011.0,1.0,0.0,1.0,1478.0,3365.0,1910.0,1,A4,7650000,07/23/2025,15.850216336521664,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,771,52,,A9,224 WEST 22ND STREET,,10011.0,1.0,0.0,1.0,1975.0,6715.0,1901.0,1,A9,10600000,08/07/2025,16.176364653421913,Manhattan
1,CHELSEA,01 ONE FAMILY DWELLINGS,1,790,64,,A4,150 WEST 15TH STREET,,10011.0,1.0,0.0,1.0,2000.0,8997.0,1920.0,1,A4,14999999,06/27/2025,16.523560759066484,Manhattan
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,717,14,,B9,443 WEST 19TH STREET,,10011.0,2.0,0.0,2.0,2000.0,4875.0,1901.0,1,B9,4999999,08/28/2025,15.424948470398375,Manhattan
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,742,19,,B9,331 WEST 18TH STREET,,10011.0,2.0,0.0,2.0,2147.0,4554.0,1910.0,1,B9,5000000,11/21/2024,15.424948670398354,Manhattan
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,743,17,,B3,343 WEST 19 STREET,,10011.0,2.0,0.0,2.0,1397.0,4224.0,1900.0,1,B3,7800000,05/09/2025,15.86963441986494,Manhattan
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,744,30,,B9,313 WEST 20 STREET,,10011.0,2.0,0.0,2.0,2300.0,9200.0,1900.0,1,B9,10600000,05/30/2025,16.176364653421913,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,719,45,,C5,402 WEST 22 STREET,,10011.0,7.0,1.0,8.0,1026.0,4788.0,1900.0,2,C5,4810000,01/03/2025,15.38620784998213,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,719,49,,C5,410 WEST 22ND STREET,,10011.0,12.0,0.0,12.0,2050.0,7980.0,1856.0,2,C5,9250000,08/22/2025,16.04013421759671,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,719,72,,C4,454 WEST 22 STREET,,10011.0,16.0,0.0,16.0,2839.0,9480.0,1900.0,2,C4,13858924,12/19/2024,16.444439987390435,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,719,73,,C5,456 WEST 22 STREET,,10011.0,15.0,0.0,15.0,2462.0,5000.0,1920.0,2,C5,5553614,12/19/2024,15.529959625036746,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,720,32,,C1,431 WEST 22 STREET,,10011.0,7.0,0.0,7.0,2469.0,5000.0,1900.0,2,C1,3019169,12/19/2024,14.920492517140062,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,720,80,,C1,466 WEST 23 STREET,,10011.0,10.0,0.0,10.0,2173.0,6135.0,1930.0,2,C1,6490270,12/19/2024,15.68581484435703,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,743,18,,C2,341 WEST 19 STREET,,10011.0,6.0,0.0,6.0,1397.0,4136.0,1900.0,2,C2,3095533,12/19/2024,14.9454709855671,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,743,19,,C2,339 WEST 19 STREET,,10011.0,6.0,0.0,6.0,1397.0,4560.0,1900.0,2,C2,4569739,12/19/2024,15.334966868472938,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,744,40,,C4,205 8 AVENUE,,10011.0,10.0,1.0,11.0,2500.0,10800.0,1900.0,2,C4,16625000,10/30/2025,16.626418204656567,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,744,41,,C4,207 8 AVENUE,,10011.0,12.0,1.0,13.0,2500.0,10800.0,1900.0,2,C4,16625000,10/30/2025,16.626418204656567,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,744,66,,C1,348 WEST 21 STREET,,10011.0,10.0,0.0,10.0,1554.0,4218.0,1920.0,2,C1,4980853,12/19/2024,15.421111920242577,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,744,70,,C2,356 WEST 21ST STREET,,10011.0,5.0,0.0,5.0,1604.0,5720.0,1940.0,2,C2,5000000,10/08/2025,15.424948670398354,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,745,44,,C5,310 WEST 22 STREET,,10011.0,12.0,0.0,12.0,1975.0,4540.0,1900.0,2,C5,4998287,12/19/2024,15.42460601176611,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,746,57,,C7,326 WEST 23 STREET,,10011.0,8.0,1.0,9.0,2156.0,5698.0,1900.0,2,C7,6405474,12/19/2024,15.67266365137506,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,753,29,,C5,313 WEST 29 STREET,,10001.0,10.0,0.0,10.0,2172.0,5036.0,1900.0,2,C5,6945147,12/19/2024,15.753553844238697,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2B,753,31,,C5,309 WEST 29 STREET,,10001.0,8.0,0.0,8.0,2173.0,4450.0,1900.0,2,C5,5236803,12/19/2024,15.471221946553998,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,753,32,,C1,307 WEST 29 STREET,,10001.0,18.0,0.0,18.0,2189.0,7260.0,1900.0,2,C1,8215703,12/19/2024,15.921558002677658,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2A,765,26,,C3,217 WEST 15 STREET,,10011.0,4.0,0.0,4.0,2065.0,4500.0,1901.0,2,C3,5400000,10/06/2025,15.501909696719672,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,766,55,,C5,218 WEST 17 STREET,,10011.0,113.0,0.0,113.0,9200.0,24400.0,1915.0,2,C5,12000000,02/24/2025,16.300417291085605,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,766,59,,C4,226 WEST 17 STREET,,10011.0,20.0,0.0,20.0,2300.0,9545.0,1930.0,2,C4,12000000,02/24/2025,16.300417291085605,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,770,35,,C7,205 WEST 20 STREET,,10011.0,10.0,2.0,12.0,2075.0,7730.0,1901.0,2,C7,4500000,03/21/2025,15.319588176962746,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,770,37,,C7,172 7 AVENUE,,10011.0,17.0,2.0,19.0,2106.0,6414.0,1890.0,2,C7,4500000,03/21/2025,15.319588176962746,Manhattan
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS,2,770,65,,C5,246 WEST 21ST STREET,,10011.0,28.0,0.0,28.0,2582.0,5250.0,1910.0,2,C5,2600000,01/13/2025,14.77102238760702,Manhattan
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,720,55,,D1,416 WEST 23 STREET,,10011.0,24.0,0.0,24.0,4789.0,18079.0,1900.0,2,D1,21130484,12/19/2024,16.866227342476005,Manhattan
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,722,30,,D6,"411 WEST 24TH STREET, 11E",,10011.0,18.0,1.0,19.0,2468.0,11650.0,1986.0,2,D6,242500,09/15/2025,12.398761113062513,Manhattan
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,2,800,20,,D6,135 WEST 24TH STREET,,10011.0,23.0,1.0,24.0,2925.0,12609.0,1901.0,2,D6,12500000,10/03/2025,16.341239282272525,Manhattan
1,CHELSEA,14 RENTALS - 4-10 UNIT,2A,738,79,,S3,58-60 NINTH AVE,,10011.0,3.0,1.0,4.0,3413.0,7719.0,1899.0,2,S3,21000000,07/02/2025,16.860033043306743,Manhattan
1,CHELSEA,14 RENTALS - 4-10 UNIT,2A,770,38,,S5,174 7 AVENUE,,10011.0,5.0,1.0,6.0,2106.0,4283.0,1901.0,2,S5,4500000,03/21/2025,15.319588176962746,Manhattan
1,CHELSEA,14 RENTALS - 4-10 UNIT,2A,772,44,,S9,210 7 AVENUE,,10011.0,3.0,2.0,5.0,851.0,3330.0,1860.0,2,S9,350000,05/20/2025,12.765691290604371,Manhattan
1,CHELSEA,21 OFFICE BUILDINGS,4,697,23,,O6,511 WEST 25 STREET,,10001.0,0.0,53.0,53.0,9890.0,83612.0,1917.0,4,O6,49500000,01/21/2025,17.71748324774094,Manhattan
1,CHELSEA,21 OFFICE BUILDINGS,4,701,22,,O5,527 WEST 29 STREET,,10001.0,0.0,5.0,5.0,2468.0,9472.0,1900.0,4,O5,6300000,01/24/2025,15.656060350091908,Manhattan
1,CHELSEA,21 OFFICE BUILDINGS,4,764,1,,O4,"90 8TH AVENUE, 10E",,10011.0,0.0,73.0,73.0,9653.0,185198.0,1930.0,4,O4,1100000,03/24/2025,13.910821646859095,Manhattan
1,CHELSEA,21 OFFICE BUILDINGS,4,771,29,,O5,217-219 WEST 21 STREET,,10011.0,0.0,3.0,3.0,4938.0,13688.0,1920.0,4,O5,23750000,01/22/2025,16.983093130550188,Manhattan
1,CHELSEA,21 OFFICE BUILDINGS,4,800,23,,O6,"127 WEST 24TH STREET, 2",,10011.0,0.0,7.0,7.0,5800.0,35600.0,1904.0,4,O6,3250000,08/27/2025,14.99416586199818,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,693,59,,K4,548 WEST 22 STREET,,10011.0,0.0,4.0,4.0,9875.0,38100.0,1920.0,4,K2,50500000,12/31/2024,17.73748391404757,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,697,13,,K9,521 WEST 25 STREET,,10001.0,0.0,1.0,1.0,24687.0,81065.0,1910.0,4,K9,49500000,01/21/2025,17.71748324774094,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,768,12,,K4,245 WEST 18TH STREET,,10011.0,1.0,1.0,2.0,4000.0,5834.0,1915.0,4,K4,12347500,11/21/2024,16.328964252384967,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,770,36,,K4,201-203 WEST 20 STREET,,10011.0,9.0,3.0,12.0,2106.0,7350.0,1890.0,4,K4,4500000,03/21/2025,15.319588176962746,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,790,15,,K4,137 WEST 14 STREET,,10011.0,0.0,6.0,6.0,2581.0,6675.0,1920.0,4,K4,5150000,12/30/2024,15.454507466814658,Manhattan
1,CHELSEA,22 STORE BUILDINGS,4,802,3,,K4,287 7 AVENUE,,10001.0,0.0,1.0,1.0,2000.0,5039.0,1920.0,4,K4,73000000,01/08/2025,18.105970012811294,Manhattan
1,CHELSEA,25 LUXURY HOTELS,4,800,50,,H2,113-117 WEST 24 STREET,,10011.0,0.0,1.0,1.0,7112.0,154812.0,2019.0,4,H2,168618594,09/30/2025,18.943149888079173,Manhattan
1,CHELSEA,29 COMMERCIAL GARAGES,4,696,58,,G1,550 WEST 25 STREET,,10001.0,0.0,1.0,1.0,17281.0,34562.0,1910.0,4,G1,25150000,07/24/2025,17.04036849427145,Manhattan
1,CHELSEA,37 RELIGIOUS FACILITIES,4,749,15,,M3,343 WEST 25 STREET,,10001.0,0.0,2.0,2.0,4444.0,7925.0,1927.0,4,M3,48250000,07/25/2025,17.691906406474658,Manhattan
1,CHELSEA,37 RELIGIOUS FACILITIES,4,749,17,,M1,341 WEST 25 STREET,,10001.0,0.0,3.0,3.0,12838.0,31797.0,1927.0,4,M1,48250000,07/25/2025,17.691906406474658,Manhattan
1,CHELSEA,37 RELIGIOUS FACILITIES,4,749,23,,M1,329 WEST 25 STREET,,10001.0,0.0,1.0,1.0,2469.0,7300.0,1962.0,4,M1,48250000,07/25/2025,17.691906406474658,Manhattan
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2B,163,5,,C4,18 PELL STREET,,10013.0,7.0,3.0,10.0,2112.0,9750.0,1920.0,2,C4,2250000,07/30/2025,14.626441218624949,Manhattan
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,280,3,,C4,27 HENRY STREET,,10002.0,16.0,0.0,16.0,2500.0,9474.0,1900.0,2,C4,2217000,07/01/2025,14.611665939658337,Manhattan
1,CHINATOWN,14 RENTALS - 4-10 UNIT,2A,164,43,,S3,103 MOSCO STREET,,10013.0,3.0,1.0,4.0,990.0,2913.0,1899.0,2,S3,1500000,02/06/2025,14.220976332738882,Manhattan
1,CHINATOWN,14 RENTALS - 4-10 UNIT,2B,235,5,,S5,208 CENTRE STREET,,10013.0,6.0,1.0,7.0,3148.0,11944.0,1915.0,2,S5,7300000,08/26/2025,15.803385043104912,Manhattan
1,CHINATOWN,21 OFFICE BUILDINGS,4,198,29,,O6,232 CANAL STREET,,10013.0,0.0,8.0,8.0,1501.0,12008.0,1920.0,4,O6,33000000,04/21/2025,17.312018149733785,Manhattan
1,CHINATOWN,21 OFFICE BUILDINGS,4,198,30,,O6,224 CANAL STREET,,10013.0,0.0,8.0,8.0,4032.0,28222.0,1920.0,4,O6,33000000,04/21/2025,17.312018149733785,Manhattan
1,CHINATOWN,21 OFFICE BUILDINGS,4,204,24,,O6,41 ELIZABETH ST,,10013.0,0.0,22.0,22.0,7052.0,45700.0,1920.0,4,O6,22000000,07/24/2025,16.906553056777135,Manhattan
1,CHINATOWN,21 OFFICE BUILDINGS,4,208,4,,O5,123 LAFAYETTE STREET,,10013.0,0.0,8.0,8.0,3227.0,17260.0,1920.0,4,O5,21837373,08/15/2025,16.89913346351656,Manhattan
1,CHINATOWN,21 OFFICE BUILDINGS,4,280,51,,O6,15 CATHERINE STREET,,10038.0,0.0,7.0,7.0,3075.0,20723.0,2015.0,4,O6,3500000,04/30/2025,15.068273812173887,Manhattan
1,CHINATOWN,22 STORE BUILDINGS,4,163,31,,K4,47 BAYARD STREET,,10013.0,4.0,3.0,7.0,2000.0,8512.0,1910.0,4,K4,4800000,03/27/2025,15.38412668421143,Manhattan
1,CHINATOWN,22 STORE BUILDINGS,4,198,27,,K2,234 CANAL STREET,,10013.0,0.0,37.0,37.0,4178.0,12534.0,1976.0,4,K2,33000000,04/21/2025,17.312018149733785,Manhattan
1,CHINATOWN,22 STORE BUILDINGS,4,202,18,,K7,58 BOWERY,,10013.0,0.0,3.0,3.0,8804.0,17616.0,1923.0,4,K7,9500000,07/24/2025,16.066802461833923,Manhattan
1,CHINATOWN,22 STORE BUILDINGS,4,281,19,,K4,42 EAST BROADWAY,,10002.0,0.0,3.0,3.0,3475.0,11475.0,1900.0,4,K4,10200000,11/15/2024,16.13789837629371,Manhattan
1,CHINATOWN,31 COMMERCIAL VACANT LAND,4,171,5,,V1,358 BROADWAY,,10013.0,0.0,0.0,0.0,9555.0,0.0,,4,V1,47517565,09/09/2025,17.676610011168126,Manhattan
1,CHINATOWN,31 COMMERCIAL VACANT LAND,4,171,7,,V1,360 BROADWAY,,10013.0,0.0,0.0,0.0,6443.0,0.0,,4,V1,57575000,01/27/2025,17.86859902103967,Manhattan
1,CIVIC CENTER,08 RENTALS - ELEVATOR APARTMENTS,2,174,23,,D7,81-83 FRANKLIN STREET,,10013.0,11.0,1.0,12.0,4712.0,25738.0,1915.0,2,D7,30000000,09/26/2025,17.216707972959764,Manhattan
1,CIVIC CENTER,14 RENTALS - 4-10 UNIT,2A,136,19,,S4,"126 CHAMBERS STREET, 3",,10007.0,4.0,1.0,5.0,1902.0,8510.0,1857.0,2,S4,2200000,10/08/2025,14.603968372873895,Manhattan
1,CIVIC CENTER,14 RENTALS - 4-10 UNIT,2A,145,16,,S4,111 READE STREET,,10013.0,4.0,1.0,5.0,1880.0,8800.0,1920.0,2,S4,9700000,05/07/2025,16.08763654656639,Manhattan
1,CIVIC CENTER,14 RENTALS - 4-10 UNIT,2A,177,28,,S3,103 FRANKLIN STREET,,10013.0,3.0,1.0,4.0,2500.0,9091.0,1915.0,2,S3,4500000,10/31/2025,15.319588176962746,Manhattan
1,CIVIC CENTER,31 COMMERCIAL VACANT LAND,4,124,9,,V1,21 PARK PLACE,,10007.0,0.0,0.0,0.0,1917.0,0.0,,4,V1,8000000,09/04/2025,15.894952224644102,Manhattan
1,CIVIC CENTER,31 COMMERCIAL VACANT LAND,4,174,"9,031",,V1,N/A BROADWAY,,10013.0,0.0,0.0,0.0,8669.0,0.0,,4,V1,3638369,09/09/2025,15.107046337121774,Manhattan
1,CLINTON,02 TWO FAMILY DWELLINGS,1,1053,15,,B9,439 WEST 43RD STREET,,10036.0,2.0,0.0,2.0,1858.0,3312.0,1899.0,1,B9,3250000,11/19/2024,14.99416586199818,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2B,1055,3,,C7,640 10 AVENUE,,10036.0,8.0,1.0,9.0,1725.0,7060.0,1910.0,2,C7,13800000,01/23/2025,16.440179222591198,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2B,1055,4,,C7,642 10 AVENUE,,10036.0,8.0,1.0,9.0,1725.0,6950.0,1910.0,2,C7,13800000,01/23/2025,16.440179222591198,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2,1055,29,,C7,643 9 AVENUE,,10036.0,19.0,2.0,21.0,3200.0,15200.0,1910.0,2,C7,18000000,09/08/2025,16.705882371415992,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2B,1055,64,,C7,644 10 AVENUE,,10036.0,8.0,1.0,9.0,1410.0,5362.0,1910.0,2,C7,13800000,01/23/2025,16.440179222591198,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2,1056,60,,C4,456 WEST 47TH STREET,,10036.0,15.0,0.0,15.0,2750.0,11455.0,1925.0,2,C4,1829008,11/19/2024,14.419284848082603,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2,1057,38,,C4,406 WEST 48TH STREET,,10036.0,20.0,0.0,20.0,2510.0,9750.0,1920.0,2,C4,7000000,04/25/2025,15.76142084987672,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2B,1058,15,,C4,431 WEST 48TH STREET,,10036.0,8.0,0.0,8.0,2510.0,6560.0,1901.0,2,C4,3150000,04/09/2025,14.962913328262083,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2B,1060,37,,C4,404 WEST 51 STREET,,10019.0,10.0,0.0,10.0,2510.0,6915.0,1910.0,2,C4,7595000,12/27/2024,15.84300082567757,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2A,1060,158,,C2,458 WEST 51ST STREET,,10019.0,5.0,0.0,5.0,2092.0,4120.0,1920.0,2,C2,4234275,01/21/2025,15.258722915137184,Manhattan
1,CLINTON,07 RENTALS - WALKUP APARTMENTS,2,1065,36,,C7,"400 WEST 56TH ST, 25-O",,10019.0,41.0,3.0,44.0,5542.0,28782.0,1883.0,2,C7,735000,02/13/2025,13.507627138738266,Manhattan
1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS,2,1060,38,,D1,406 WEST 51 STREET,,10019.0,15.0,0.0,15.0,2510.0,8605.0,1940.0,2,D1,7595000,12/27/2024,15.84300082567757,Manhattan
1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS,2,1071,1,,D8,560 WEST 43RD STREET,,10036.0,418.0,4.0,422.0,37655.0,388073.0,1987.0,2,D8,243500000,07/11/2025,19.310627504593693,Manhattan
1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS,2,1081,101,,D3,"535 WEST 52ND STREET, 8B",,10019.0,96.0,0.0,96.0,12552.0,100142.0,2013.0,2,D3,623731,06/05/2025,13.343476067916043,Manhattan
1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS,2,1081,101,,D3,"535 WEST 52ND STREET, 9G",,10019.0,96.0,0.0,96.0,12552.0,100142.0,2013.0,2,D3,813551,06/17/2025,13.609165124925946,Manhattan
1,CLINTON,14 RENTALS - 4-10 UNIT,2A,1055,130,,S4,647 9 AVENUE,,10036.0,4.0,1.0,5.0,1613.0,6694.0,1910.0,2,S4,18000000,09/08/2025,16.705882371415992,Manhattan
1,CLINTON,26 OTHER HOTELS,4,1095,35,,HB,653 11 AVENUE,,10036.0,0.0,222.0,222.0,10042.0,153363.0,1929.0,4,HB,57789019,12/12/2024,17.87230935019897,Manhattan
1,CLINTON,29 COMMERCIAL GARAGES,4,1072,59,,G2,556-558 WEST 44 STREET,,10036.0,0.0,2.0,2.0,2712.0,5400.0,1940.0,4,G2,3710000,02/25/2025,15.126542704125361,Manhattan
1,CLINTON,30 WAREHOUSES,4,1092,36,,E1,599 ELEVENTH AVENUE,,10036.0,0.0,10.0,10.0,7531.0,64250.0,1922.0,4,E1,15000000,07/24/2025,16.52356082573315,Manhattan
1,CLINTON,32 HOSPITAL AND HEALTH FACILITIES,4,1060,5,,I5,455 WEST 50TH STREET,,10019.0,0.0,1.0,1.0,2510.0,6040.0,1901.0,4,I5,3300000,07/31/2025,15.009433329466965,Manhattan
1,EAST VILLAGE,01 ONE FAMILY DWELLINGS,1,465,27,,A9,25 STUYVESANT STREET,,10003.0,1.0,0.0,1.0,928.0,2800.0,1899.0,1,A9,6500000,12/12/2024,15.687312888712007,Manhattan
1,EAST VILLAGE,02 TWO FAMILY DWELLINGS,1,464,19,,S2,218 EAST 9 STREET,,10003.0,2.0,1.0,3.0,1575.0,4914.0,1901.0,1,S2,7250000,04/01/2025,15.796512164761882,Manhattan
1,EAST VILLAGE,02 TWO FAMILY DWELLINGS,1,465,11,,B9,108 EAST 10TH STREET,,10003.0,2.0,0.0,2.0,1311.0,4136.0,1899.0,1,B9,6350000,05/05/2025,15.663965528349177,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,435,53,,C4,99 EAST 7TH STREET,,10009.0,15.0,0.0,15.0,2567.0,9820.0,1930.0,2,C4,3600000,11/14/2024,15.096444681204078,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2B,437,28,,C7,151 AVENUE A,,10009.0,8.0,2.0,10.0,2975.0,9634.0,1900.0,2,C7,10750000,03/14/2025,16.190416405561198,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,440,40,,C7,437 EAST 12 STREET,,10009.0,38.0,2.0,40.0,5008.0,18674.0,1910.0,2,C7,9400000,03/03/2025,16.056220353623207,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2B,447,50,,C7,317 EAST 5TH STREET,,10003.0,9.0,1.0,10.0,2425.0,6750.0,1900.0,2,C7,8100000,04/10/2025,15.90737474309945,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,450,14,,C7,318 EAST 9 STREET,,10003.0,16.0,2.0,18.0,2348.0,10260.0,1910.0,2,C7,3625000,03/11/2025,15.103365122132944,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,452,17,,C7,318 EAST 11TH STREET,,10003.0,16.0,2.0,18.0,2369.0,10392.0,1900.0,2,C7,7618000,11/14/2024,15.846024557288727,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,456,29,,C7,"7 SECOND AVENUE, 2B",,10003.0,12.0,1.0,13.0,2477.0,12388.0,1920.0,2,C7,530000,09/26/2025,13.180634172318978,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2A,458,46,,C3,6 EAST 2 STREET,,10003.0,4.0,0.0,4.0,1602.0,6420.0,1900.0,2,C3,7850000,10/01/2025,15.876024217147117,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,464,34,,C7,141 2 AVENUE,,10003.0,19.0,2.0,21.0,3485.0,17200.0,1900.0,2,C7,15500000,07/21/2025,16.5563506464056,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2B,468,17,,C5,216 EAST 13 STREET,,10003.0,9.0,0.0,9.0,1600.0,3416.0,1910.0,2,C5,2750000,05/29/2025,14.827111833279051,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2B,468,37,,C7,201 2 AVENUE,,10003.0,8.0,1.0,9.0,2750.0,8975.0,1920.0,2,C7,7900000,04/30/2025,15.882373444019521,Manhattan
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,469,40,,C7,245 EAST 13 STREET,,10003.0,24.0,7.0,31.0,3872.0,17010.0,1920.0,2,C7,26000000,05/07/2025,17.073607134447293,Manhattan
